Word,Upper,BE_TWord,AM_TWord,RatperWord,AoAestimate,SD,min,max,unknown,AoALikert,SDLikert,minLikert,maxLikert
Schminke,SCHMINKE,make-up,make-up,10,5.90,2.81,4,13,0,3.10,1.52,2,7
Schmuck,SCHMUCK,jewellery,jewelry,17,4.53,1.74,2,10,0,2.41,0.87,1,5
Schmutz,SCHMUTZ,filth,filth,24,3.96,1.30,1,7,0,2.21,0.72,1,4
Schnappschuss,SCHNAPPSCHUSS,snapshot,snapshot,15,7.67,2.74,4,13,0,4.07,1.44,2,7
Schnecke,SCHNECKE,slug,slug,16,2.81,1.17,1,5,0,1.63,0.72,1,3
Schnee,SCHNEE,snow,snow,17,3.12,1.11,1,5,0,1.82,0.64,1,3
Schock,SCHOCK,shock,shock,24,8.21,2.75,2,13,0,4.33,1.46,1,7
schocken,SCHOCKEN,shock,shock,18,7.50,2.53,5,15,0,3.94,1.16,3,7
Schokolade,SCHOKOLADE,chocolate,chocolate,15,2.50,0.94,1,4,0,1.40,0.51,1,2
Schrank,SCHRANK,cupboard,cupboard,25,3.56,1.08,1,6,0,2.04,0.54,1,3
Schraube,SCHRAUBE,screw,screw,25,4.72,1.86,2,10,0,2.52,1.00,1,5
Schreck,SCHRECK,scare,scare,14,5.36,2.34,3,11,0,2.86,1.17,2,6
Schrei,SCHREI,scream,scream,27,4.04,1.81,1,8,0,2.26,0.90,1,4
schreiben,SCHREIBEN,write,write,19,4.26,1.10,2,6,0,2.32,0.67,1,3
schreien,SCHREIEN,scream,scream,26,3.15,1.26,1,6,0,1.77,0.65,1,3
Schrift,SCHRIFT,writing,writing,25,4.92,1.35,3,8,0,2.72,0.61,2,4
schriftlich,SCHRIFTLICH,in writing,in writing,24,6.42,1.21,5,10,0,3.50,0.59,3,5
Schriftsteller,SCHRIFTSTELLER,writer,writer,25,8.16,2.93,3,16,0,4.16,1.31,2,7
schrill,SCHRILL,shrill,shrill,19,7.21,3.38,3,16,0,3.79,1.47,2,7
Schritt,SCHRITT,step,step,17,3.76,1.79,1,8,0,2.12,0.93,1,4
schroff,SCHROFF,brusque,brusque,25,9.40,3.08,3,14,0,4.88,1.54,2,7
Schrott,SCHROTT,scrap metal,scrap metal,19,5.53,1.81,2,10,0,2.95,0.91,1,5
Schuft,SCHUFT,scoundrel,scoundrel,16,7.06,1.61,4,10,0,3.69,0.79,2,5
schuften,SCHUFTEN,slave away,slave away,26,7.58,2.40,4,13,0,4.04,1.28,2,7
Schuh,SCHUH,shoe,shoe,14,2.93,1.33,1,6,0,1.86,0.66,1,3
Schuhmacher,SCHUHMACHER,shoemaker,shoemaker,17,5.41,2.62,3,12,0,2.94,1.25,2,6
Schuld,SCHULD,blame,blame,24,5.21,2.73,2,14,0,2.83,1.34,1,7
Schule,SCHULE,school,school,22,3.91,0.87,2,5,0,2.23,0.53,1,3
Schulter,SCHULTER,shoulder,shoulder,21,4.14,1.39,2,8,0,2.33,0.66,1,4
Schurke,SCHURKE,rascal,rascal,26,6.38,2.79,2,14,0,3.38,1.39,1,7
Schürze,SCHÜRZE,apron,apron,16,4.56,1.50,3,8,0,2.63,0.72,2,4
Schutt,SCHUTT,rubble,rubble,19,8.11,4.19,3,16,0,4.16,1.80,2,7
schütteln,SCHÜTTELN,shake,shake,25,4.32,2.12,1,10,0,2.36,1.04,1,5
Schutz,SCHUTZ,protection,protection,25,5.60,2.22,2,11,0,3.08,1.19,1,6
schützen,SCHÜTZEN,protect,protect,14,5.29,1.44,2,8,0,2.86,0.77,1,4
schwach,SCHWACH,weak,weak,531,4.73,1.93,1,12,0,2.60,0.98,1,6
Schwäche,SCHWÄCHE,weakness,weakness,16,6.81,1.56,4,9,0,3.63,0.81,2,5
Schwamm,SCHWAMM,sponge,sponge,18,4.28,1.74,1,8,0,2.50,0.79,1,4
Schwan,SCHWAN,swan,swan,26,4.23,1.61,1,7,0,2.38,0.75,1,4
schwanken,SCHWANKEN,sway,sway,23,6.57,2.31,3,11,0,3.57,1.20,2,6
schwarz,SCHWARZ,black,black,19,2.79,0.85,2,5,0,1.63,0.60,1,3
schweben,SCHWEBEN,hover,hover,25,6.64,3.28,3,16,0,3.52,1.50,2,7
schweigen,SCHWEIGEN,remain silent,remain silent,24,5.42,1.86,3,9,0,2.88,0.95,2,5
Schwein,SCHWEIN,pig,pig,16,2.81,1.17,1,6,0,1.63,0.62,1,3
Schwert,SCHWERT,sword,sword,18,4.39,1.50,2,8,0,2.44,0.70,1,4
Schwester,SCHWESTER,sister,sister,19,3.05,1.65,1,8,0,1.79,0.79,1,4
schwierig,SCHWIERIG,difficult,difficult,18,4.17,1.95,1,8,0,2.33,0.84,1,4
Schwimmer,SCHWIMMER,swimmer,swimmer,20,4.75,1.77,3,10,0,2.55,0.83,2,5
Schwund,SCHWUND,dwindling,dwindling,19,11.11,2.69,8,16,0,5.53,1.17,4,7
Schwur,SCHWUR,vow,vow,23,8.61,2.81,5,14,0,4.43,1.34,3,7
sechs,SECHS,six,six,16,4.31,1.66,2,7,0,2.38,0.89,1,4
sechzehn,SECHZEHN,sixteen,sixteen,25,5.12,1.59,2,9,0,2.80,0.82,1,5
sechzig,SECHZIG,sixty,sixty,24,5.33,1.55,2,9,0,2.88,0.90,1,5
See,SEE,lake,lake,25,3.92,1.55,1,8,0,2.16,0.75,1,4
seekrank,SEEKRANK,seasick,seasick,15,7.00,2.33,3,11,0,3.73,1.16,2,6
Seele,SEELE,soul,soul,18,7.28,3.03,3,12,0,3.78,1.52,2,6
Seereise,SEEREISE,cruise,cruise,17,7.53,3.68,3,14,0,3.88,1.83,2,7
Segel,SEGEL,sail,sail,24,5.33,2.79,1,12,0,2.88,1.45,1,6
segeln,SEGELN,sail,sail,19,5.89,1.94,2,10,0,3.16,1.01,1,5
Segment,SEGMENT,segment,segment,20,12.25,3.06,6,18,0,6.00,1.26,3,7
sehen,SEHEN,see,see,19,2.58,1.35,1,6,0,1.47,0.70,1,3
Seher,SEHER,seer,seer,17,9.71,3.53,5,15,1,5.06,1.60,3,7
sehnen,SEHNEN,yearn,yearn,10,8.20,2.49,5,12,0,4.30,1.25,3,6
Seide,SEIDE,silk,silk,15,6.07,1.91,4,10,0,3.27,0.96,2,5
Seife,SEIFE,soap,soap,26,3.38,1.36,1,8,0,1.85,0.67,1,4
Seil,SEIL,rope,rope,18,3.56,1.29,2,7,0,2.11,0.68,1,4
Seite,SEITE,side,side,23,4.04,1.46,2,7,0,2.26,0.75,1,4
Sekretärin,SEKRETÄRIN,secretary,secretary,19,8.42,2.83,5,14,0,4.42,1.30,3,7
Sekt,SEKT,sparkling wine,sparkling wine,25,8.24,3.22,4,16,0,4.28,1.43,2,7
selbstlos,SELBSTLOS,selfless,selfless,19,10.11,3.78,5,20,0,5.11,1.45,3,7
seltsam,SELTSAM,weird,weird,24,7.04,3.38,3,20,0,3.58,1.21,2,7
Seminar,SEMINAR,seminar,seminar,10,11.70,3.80,6,19,0,5.60,1.26,3,7
Senat,SENAT,senate,senate,10,11.20,2.86,7,16,0,5.60,1.07,4,7
senden,SENDEN,send,send,15,5.93,2.58,2,11,0,3.27,1.28,1,6
senken,SENKEN,lower,lower,14,6.93,1.54,4,10,0,3.71,0.83,2,5
sensationell,SENSATIONELL,sensational,sensational,16,8.44,2.76,5,14,0,4.38,1.26,3,7
Sense,SENSE,scythe,scythe,27,7.48,3.20,3,16,0,3.85,1.41,2,7
sensibel,SENSIBEL,sensitive,sensitive,19,8.63,3.45,3,16,0,4.42,1.54,2,7
sentimental,SENTIMENTAL,sentimental,sentimental,19,9.63,2.75,4,14,0,5.00,1.33,2,7
September,SEPTEMBER,September,September,17,4.94,1.43,2,8,0,2.71,0.77,1,4
Sesam,SESAM,sesame,sesame,21,8.52,3.56,4,16,0,4.43,1.60,2,7
Sessel,SESSEL,armchair,armchair,26,3.23,1.14,1,6,0,1.85,0.61,1,3
setzen,SETZEN,sit down,sit down,24,3.21,1.35,1,6,0,1.79,0.66,1,3
Seuche,SEUCHE,epidemic,epidemic,14,10.29,2.05,7,14,0,5.43,1.02,4,7
Shampoo,SHAMPOO,shampoo,shampoo,24,5.38,3.72,1,19,0,2.79,1.50,1,7
Sichel,SICHEL,sickle,sickle,19,7.63,2.39,3,12,0,4.05,1.18,2,6
sicher,SICHER,sure,sure,18,4.56,1.50,2,8,0,2.50,0.71,1,4
Sicherheit,SICHERHEIT,security,security,14,7.57,2.98,4,12,0,3.86,1.51,2,6
sichern,SICHERN,secure,secure,20,7.50,2.76,3,12,0,4.00,1.34,2,6
Sicherung,SICHERUNG,fuse,fuse,17,7.59,2.85,3,14,0,3.94,1.34,2,7
Sieb,SIEB,sieve,sieve,10,4.90,2.38,3,11,0,2.80,1.23,2,6
sieben,SIEBEN,seven,seven,25,4.16,1.55,2,9,0,2.36,0.86,1,5
Sieg,SIEG,victory,victory,14,4.71,0.99,3,6,0,2.64,0.50,2,3
Siegel,SIEGEL,seal,seal,24,8.00,2.23,3,12,0,4.29,1.12,2,6
siegen,SIEGEN,win,win,16,4.69,1.30,3,7,0,2.63,0.62,2,4
Sieger,SIEGER,winner,winner,14,4.29,1.49,3,8,0,2.36,0.63,2,4
Siesta,SIESTA,siesta,siesta,24,11.92,4.59,4,22,0,5.63,1.44,2,7
Signal,SIGNAL,signal,signal,16,6.06,2.11,3,10,0,3.25,1.00,2,5
Silbe,SILBE,syllable,syllable,14,7.07,1.82,4,12,0,3.64,0.93,2,6
Silber,SILBER,silverware,silverware,18,4.61,1.65,2,8,1,2.56,0.86,1,4
silbern,SILBERN,silver,silver,16,4.69,1.58,2,8,0,2.63,0.81,1,4
Silhouette,SILHOUETTE,silhouette,silhouette,19,11.16,2.61,6,16,0,5.63,1.26,3,7
simpel,SIMPEL,simple,simple,15,8.20,3.00,3,13,0,4.33,1.54,2,7
Sinfonie,SINFONIE,symphony,symphony,24,9.54,3.20,5,20,0,4.88,1.15,3,7
singen,SINGEN,sing,sing,19,2.63,1.21,1,5,0,1.58,0.61,1,3
Singular,SINGULAR,singular,singular,20,9.15,1.90,6,13,0,4.75,1.07,3,7
sinken,SINKEN,sink,sink,16,5.50,2.25,2,10,0,3.00,1.15,1,5
Sinn,SINN,sense,sense,22,6.68,1.81,4,11,0,3.59,0.91,2,6
sinnvoll,SINNVOLL,sensible,sensible,24,7.75,2.57,4,13,0,4.08,1.35,2,7
Sippe,SIPPE,clan,clan,16,8.81,1.83,5,13,0,4.56,0.89,3,7
Sirene,SIRENE,siren,siren,18,4.61,2.57,1,12,0,2.50,1.25,1,6
Sirup,SIRUP,syrup,syrup,19,6.79,3.03,2,12,0,3.63,1.50,1,6
Sitte,SITTE,custom,custom,24,10.58,2.43,7,15,0,5.42,1.10,4,7
Situation,SITUATION,situation,situation,19,7.58,3.02,4,15,0,3.95,1.43,2,7
Sitz,SITZ,seat,seat,19,3.47,1.07,2,6,0,2.00,0.58,1,3
sitzen,SITZEN,sit,sit,19,2.89,0.99,1,5,0,1.68,0.58,1,3
Sitzplatz,SITZPLATZ,seat,seat,17,5.29,2.39,2,10,0,2.76,1.20,1,5
Sitzung,SITZUNG,meeting,meeting,21,8.86,3.42,3,16,0,4.62,1.60,2,7
Skandal,SKANDAL,scandal,scandal,15,9.80,2.43,7,15,0,4.93,1.16,4,7
Skelett,SKELETT,skeleton,skeleton,26,6.31,2.19,3,13,0,3.35,1.20,2,7
Skepsis,SKEPSIS,scepticism,skepticism,26,11.92,3.36,5,16,0,5.81,1.36,3,7
Ski,SKI,ski,ski,18,5.61,2.45,2,10,0,2.94,1.30,1,5
Skorpion,SKORPION,scorpion,scorpion,25,6.60,2.24,4,15,0,3.52,1.00,2,7
Skrupel,SKRUPEL,scruple,scruple,17,9.94,3.15,6,15,0,5.06,1.52,3,7
Skulptur,SKULPTUR,sculpture,sculpture,17,9.24,3.17,6,20,0,4.65,1.00,3,7
Slang,SLANG,slang,slang,18,11.94,3.49,6,18,0,5.72,1.32,3,7
Slogan,SLOGAN,slogan,slogan,16,11.44,2.50,7,16,0,5.88,1.02,4,7
Smaragd,SMARAGD,emerald,emerald,18,9.61,2.99,4,16,0,4.83,1.38,2,7
Smog,SMOG,smog,smog,10,10.70,3.30,6,16,0,5.30,1.49,3,7
Snob,SNOB,snob,snob,26,11.88,2.80,4,16,0,5.92,1.20,2,7
Socke,SOCKE,sock,sock,14,2.86,1.29,1,5,0,1.71,0.83,1,3
Sofa,SOFA,sofa,sofa,23,3.57,1.53,1,7,0,2.04,0.82,1,4
Software,SOFTWARE,software,software,15,13.60,4.10,3,23,0,6.33,1.35,2,7
Sohle,SOHLE,sole,sole,20,5.60,2.39,3,12,0,3.00,1.12,2,6
Sohn,SOHN,son,son,16,3.94,1.18,3,6,0,2.25,0.45,2,3
Soldat,SOLDAT,soldier,soldier,15,6.40,2.29,4,12,0,3.33,1.18,2,6
sollen,SOLLEN,should,should,19,4.63,2.22,2,10,0,2.53,1.17,1,5
Solo,SOLO,solo,solo,14,9.93,1.73,7,12,0,5.21,0.80,4,6
Sommer,SOMMER,summer,summer,533,3.65,1.28,1,9,0,2.06,0.68,1,5
Song,SONG,song,song,26,9.19,3.25,3,14,0,4.77,1.63,2,7
Sonnabend,SONNABEND,Saturday,Saturday,24,5.92,3.17,2,14,0,3.29,1.57,1,7
Sonne,SONNE,sun,sun,19,2.58,0.85,1,5,0,1.58,0.61,1,3
Sonnenschein,SONNENSCHEIN,sunshine,sunshine,14,4.14,1.92,2,10,0,2.36,0.93,1,5
sonnig,SONNIG,sunny,sunny,10,4.00,0.94,2,5,0,2.20,0.63,1,3
Sonntag,SONNTAG,Sunday,Sunday,27,4.15,1.75,2,10,0,2.30,0.87,1,5
Sorge,SORGE,worry,worry,17,5.53,2.03,1,9,0,2.94,1.09,1,5
Sorgfalt,SORGFALT,carefulness,carefulness,19,8.16,4.00,3,20,0,4.16,1.50,2,7
sorglos,SORGLOS,carefree,carefree,24,7.42,2.54,3,12,0,3.96,1.16,2,6
Sorte,SORTE,sort,sort,17,5.71,1.93,3,10,0,3.12,0.93,2,5
Soße,SOßE,sauce,sauce,19,3.68,1.83,2,7,0,2.11,1.05,1,4
Souvenir,SOUVENIR,souvenir,souvenir,14,8.29,3.15,5,16,0,4.29,1.27,3,7
spalten,SPALTEN,split,split,19,6.42,3.10,3,15,0,3.47,1.39,2,7
Spann,SPANN,instep,instep,18,9.89,4.63,5,20,0,4.78,1.59,3,7
spannend,SPANNEND,exciting,exciting,22,5.55,1.95,3,11,0,2.95,1.00,2,6
Spannung,SPANNUNG,suspense,suspense,14,7.50,2.68,4,12,0,3.93,1.33,2,6
sparen,SPAREN,save,save,14,6.29,1.44,4,8,0,3.29,0.73,2,4
Spargel,SPARGEL,asparagus,asparagus,25,7.24,3.96,3,20,0,3.72,1.62,2,7
sparsam,SPARSAM,thrifty,thrifty,24,6.71,2.61,1,13,0,3.63,1.35,1,7
Spaß,SPAß,fun,fun,14,3.36,1.01,2,5,0,1.93,0.62,1,3
Spende,SPENDE,donation,donation,20,7.05,2.56,3,14,0,3.80,1.20,2,7
spenden,SPENDEN,donate,donate,18,6.72,2.27,3,10,0,3.61,1.14,2,5
Spesen,SPESEN,expenses,expenses,23,13.78,4.43,8,25,1,6.26,1.05,4,7
speziell,SPEZIELL,special,special,24,8.38,2.98,4,17,0,4.25,1.26,2,7
Spiegel,SPIEGEL,mirror,mirror,18,3.47,1.36,1,7,0,2.00,0.77,1,4
Spiel,SPIEL,game,game,15,2.87,1.36,1,6,0,1.73,0.70,1,3
spielen,SPIELEN,play,play,18,2.72,1.07,1,5,0,1.61,0.61,1,3
Spinne,SPINNE,spider,spider,16,3.44,1.26,2,6,0,2.00,0.73,1,3
Spion,SPION,spy,spy,15,7.60,2.64,3,12,0,3.93,1.22,2,6
Spionage,SPIONAGE,espionage,espionage,25,9.04,2.81,4,15,0,4.72,1.40,2,7
Spitzname,SPITZNAME,nickname,nickname,10,5.90,2.08,3,10,0,3.10,0.88,2,5
Sponsor,SPONSOR,sponsor,sponsor,24,10.38,3.05,4,16,0,5.29,1.43,2,7
spontan,SPONTAN,spontaneous,spontaneous,14,9.43,2.59,4,15,0,4.79,1.19,2,7
Spontaneität,SPONTANEITÄT,spontaneity,spontaneity,19,9.74,3.28,6,16,0,4.89,1.45,3,7
Sport,SPORT,sports,sports,27,5.26,1.83,2,10,0,2.89,0.93,1,5
Spott,SPOTT,mockery,mockery,17,7.53,2.24,3,12,0,3.88,1.11,2,6
Sprache,SPRACHE,language,language,19,5.79,1.87,3,10,0,3.11,0.94,2,5
sprachlos,SPRACHLOS,speechless,speechless,25,6.92,2.83,2,15,0,3.68,1.35,1,7
sprechen,SPRECHEN,speak,speak,18,2.83,1.10,1,5,0,1.67,0.69,1,3
sprechend,SPRECHEND,talking,talking,24,7.04,2.84,3,12,0,3.75,1.39,2,6
sprengen,SPRENGEN,blow up,blow up,21,7.10,2.39,3,12,0,3.81,1.12,2,6
Sprint,SPRINT,sprint,sprint,19,9.00,3.09,4,15,0,4.63,1.42,2,7
Spritze,SPRITZE,syringe,syringe,14,5.14,1.61,2,8,0,2.71,0.91,1,4
Sprung,SPRUNG,jump,jump,18,4.78,2.05,2,10,0,2.44,1.04,1,5
spucken,SPUCKEN,spit,spit,19,3.26,1.41,1,6,0,1.79,0.71,1,3
Spuk,SPUK,spook,spook,13,6.46,1.94,4,10,0,3.38,1.04,2,5
spuken,SPUKEN,haunt,haunt,20,4.65,2.06,1,9,0,2.65,0.99,1,5
Spule,SPULE,reel,reel,17,7.35,3.43,3,14,0,3.88,1.76,2,7
Spüle,SPÜLE,kitchen sink,kitchen sink,25,5.12,2.64,2,10,0,2.76,1.36,1,5
Spülung,SPÜLUNG,conditioner,conditioner,18,5.22,3.00,2,14,0,2.72,1.45,1,7
spüren,SPÜREN,feel,feel,18,5.11,2.52,1,10,0,2.72,1.23,1,5
spurlos,SPURLOS,without trace,without trace,18,6.94,2.36,4,14,0,3.67,1.14,2,7
Staat,STAAT,state,state,19,8.84,3.06,4,15,0,4.53,1.47,2,7
stabil,STABIL,stable,stable,19,7.47,2.86,4,14,0,3.95,1.43,2,7
Stabilität,STABILITÄT,stability,stability,19,7.79,2.55,4,14,0,4.05,1.18,2,7
Stamm,STAMM,stem,stem,24,5.29,2.10,2,10,0,2.83,1.05,1,5
stammeln,STAMMELN,stammer,stammer,24,7.50,2.59,4,13,0,3.92,1.28,2,7
stapeln,STAPELN,pile up,pile up,18,5.11,2.22,1,9,0,2.83,1.15,1,5
stark,STARK,strong,strong,14,3.50,2.10,2,10,0,1.93,1.07,1,5
Stärke,STÄRKE,strength,strength,14,5.57,2.14,1,10,0,3.14,1.03,1,5
stärken,STÄRKEN,strengthen,strengthen,27,7.61,2.48,3,13,0,4.04,1.19,2,7
starren,STARREN,stare,stare,17,6.59,1.94,4,10,0,3.47,1.01,2,5
Start,START,start,start,22,5.00,1.77,2,8,0,2.68,0.84,1,4
Statistik,STATISTIK,statistics,statistics,23,11.61,3.59,6,20,0,5.61,1.20,3,7
Stau,STAU,traffic jam,traffic jam,18,5.94,2.62,3,12,0,3.11,1.23,2,6
Staub,STAUB,dust,dust,14,4.71,1.07,3,6,0,2.57,0.51,2,3
staunen,STAUNEN,be astonished,be astonished,19,4.42,1.84,2,8,0,2.42,0.96,1,4
Steak,STEAK,steak,steak,21,7.67,3.06,3,14,0,4.05,1.43,2,7
stechen,STECHEN,prick,prick,24,4.54,1.89,1,9,0,2.54,0.93,1,5
Steg,STEG,jetty,jetty,22,7.32,3.03,3,13,0,3.91,1.41,2,7
stehen,STEHEN,stand,stand,17,2.88,0.99,1,5,0,1.71,0.59,1,3
stehlen,STEHLEN,steal,steal,17,4.76,1.44,3,8,0,2.59,0.71,2,4
steif,STEIF,stiff,stiff,19,6.63,2.73,2,12,0,3.58,1.35,1,6
steigen,STEIGEN,rise,rise,27,5.52,2.58,2,12,0,2.96,1.34,1,6
steigern,STEIGERN,increase,increase,18,8.11,2.76,3,14,0,4.22,1.26,2,7
Steigerung,STEIGERUNG,increase,increase,15,8.00,2.20,6,13,0,4.13,1.19,3,7
steil,STEIL,steep,steep,24,5.67,1.69,3,10,0,3.08,0.78,2,5
Stein,STEIN,stone,stone,19,2.58,1.07,1,5,0,1.58,0.61,1,3
Stelle,STELLE,spot,spot,16,5.19,2.54,2,12,0,2.81,1.28,1,6
stellen,STELLEN,put,put,18,3.42,1.50,1,6,0,2.00,0.69,1,3
Stempel,STEMPEL,stamp,stamp,24,4.67,1.79,2,8,0,2.50,0.83,1,4
steril,STERIL,sterile,sterile,26,10.04,2.85,4,18,0,5.15,1.19,2,7
Stern,STERN,star,star,24,3.29,1.30,2,6,0,1.88,0.68,1,3
Steuer,STEUER,tax,tax,14,9.07,3.63,3,15,0,4.57,1.70,2,7
Stich,STICH,stitch,stitch,16,4.19,1.91,2,9,0,2.31,1.08,1,5
Stiefel,STIEFEL,boot,boot,18,3.67,1.68,2,7,0,2.11,0.96,1,4
Stier,STIER,bull,bull,17,5.76,1.39,4,10,0,3.12,0.70,2,5
still,STILL,silent,silent,26,2.96,1.31,1,6,0,1.62,0.70,1,3
stilvoll,STILVOLL,stylish,stylish,24,10.54,2.73,5,15,0,5.38,1.31,3,7
Stimmung,STIMMUNG,ambience,ambience,24,7.08,2.60,3,14,0,3.79,1.28,2,7
stinken,STINKEN,stink,stink,24,3.58,1.18,2,5,0,2.04,0.75,1,3
stolpern,STOLPERN,stumble,stumble,23,4.52,1.68,2,8,0,2.43,0.90,1,4
stolz,STOLZ,proud,proud,14,5.00,1.52,1,8,0,2.79,0.70,1,4
Stopp,STOPP,stop,stop,22,3.27,1.20,2,6,0,1.86,0.71,1,3
stoppen,STOPPEN,stop,stop,26,4.54,1.90,2,8,0,2.46,1.03,1,4
Storch,STORCH,stork,stork,25,4.40,1.89,1,11,0,2.40,0.96,1,6
stören,STÖREN,disturb,disturb,18,4.44,2.12,1,10,0,2.56,1.04,1,5
stoßen,STOßEN,shove,shove,19,4.16,1.77,2,9,0,2.32,0.89,1,5
stottern,STOTTERN,stutter,stutter,20,6.10,1.68,3,10,0,3.30,0.86,2,5
Strand,STRAND,beach,beach,19,5.00,2.45,2,10,0,2.68,1.16,1,5
Straße,STRAßE,street,street,24,3.38,1.17,1,6,0,1.96,0.55,1,3
Stratege,STRATEGE,strategist,strategist,25,10.92,2.81,4,16,0,5.52,1.36,2,7
Streich,STREICH,prank,prank,20,5.05,1.54,3,9,0,2.80,0.83,2,5
streichen,STREICHEN,stroke,stroke,20,4.95,2.06,2,9,0,2.75,1.16,1,5
Streik,STREIK,strike,strike,22,9.09,2.99,5,15,0,4.73,1.35,3,7
streng,STRENG,strict,strict,23,5.00,1.65,1,8,0,2.74,0.81,1,4
Strumpf,STRUMPF,knee-high,knee-high,22,3.86,1.64,2,7,0,2.23,0.92,1,4
Stube,STUBE,parlour,parlor,17,5.00,3.18,0,12,0,2.76,1.48,1,6
studieren,STUDIEREN,study,study,18,9.39,3.53,5,17,0,4.72,1.45,3,7
Stufe,STUFE,step,step,19,3.47,1.35,2,7,0,2.00,0.82,1,4
Stuhl,STUHL,chair,chair,524,2.86,1.20,0,8,0,1.69,0.64,1,4
stumm,STUMM,mute,mute,18,5.28,2.05,2,9,0,2.89,1.13,1,5
Stunde,STUNDE,hour,hour,24,4.67,1.31,2,8,0,2.63,0.65,1,4
stur,STUR,stubborn,stubborn,17,5.76,1.86,2,9,0,3.12,0.99,1,5
Sturm,STURM,storm,storm,27,4.74,1.81,1,9,0,2.59,0.89,1,5
Sturz,STURZ,overthrow,overthrow,20,3.80,1.58,2,8,0,2.10,0.85,1,4
stürzen,STÜRZEN,fall down,fall down,25,4.64,1.70,2,8,0,2.56,0.92,1,4
Stute,STUTE,mare,mare,27,6.07,2.34,2,12,0,3.22,1.19,1,6
stützen,STÜTZEN,prop,prop,24,6.08,2.54,2,12,0,3.21,1.28,1,6
suchen,SUCHEN,look for,look for,18,3.28,0.89,2,5,0,1.94,0.54,1,3
südlich,SÜDLICH,southern,southern,17,7.71,2.49,4,12,0,4.12,1.17,2,6
Sumpf,SUMPF,swamp,swamp,14,5.86,2.35,4,12,0,3.07,1.21,2,6
super,SUPER,super,super,19,4.16,2.65,0,12,0,2.32,1.25,1,6
Superstar,SUPERSTAR,superstar,superstar,18,9.56,4.73,4,20,0,4.50,1.62,2,7
Suppe,SUPPE,soup,soup,18,3.50,1.38,1,6,0,2.00,0.59,1,3
Sushi,SUSHI,sushi,sushi,18,13.33,5.58,6,24,1,5.78,1.44,3,7
süß,SÜß,sweet,sweet,24,3.58,1.35,1,6,0,2.08,0.72,1,3
Symbol,SYMBOL,symbol,symbol,10,7.60,2.50,5,13,0,4.10,1.37,3,7
symbolisch,SYMBOLISCH,symbolic,symbolic,24,10.17,2.65,7,17,0,5.17,1.13,4,7
Symmetrie,SYMMETRIE,symmetry,symmetry,19,10.47,3.19,5,15,0,5.37,1.46,3,7
Symphonie,SYMPHONIE,symphony,symphony,17,10.41,3.43,4,16,0,5.18,1.59,2,7
Symptom,SYMPTOM,symptom,symptom,26,12.46,3.54,6,18,0,6.08,1.32,3,7
Synonym,SYNONYM,synonym,synonym,17,12.06,3.21,7,18,0,5.82,1.24,4,7
Synthese,SYNTHESE,synthesis,synthesis,23,12.65,2.67,9,18,0,6.26,0.86,5,7
System,SYSTEM,system,system,19,9.00,3.43,5,18,0,4.58,1.39,3,7
Szene,SZENE,scene,scene,19,9.11,2.11,5,15,0,4.68,0.95,3,7
Tabak,TABAK,tobacco,tobacco,19,6.63,3.25,3,14,0,3.58,1.57,2,7
Tablett,TABLETT,tray,tray,25,5.32,1.99,3,12,0,2.88,0.97,2,6
Tablette,TABLETTE,tablet,tablet,17,4.71,2.44,2,10,0,2.47,1.23,1,5
tabu,TABU,taboo,taboo,17,8.35,3.50,3,14,0,4.35,1.62,2,7
Tacker,TACKER,stapler,stapler,17,7.00,2.78,2,12,0,3.76,1.48,1,6
Tadel,TADEL,reprimand,reprimand,18,7.78,2.58,3,13,0,4.06,1.30,2,7
tadellos,TADELLOS,flawless,flawless,13,8.85,2.41,6,13,0,4.54,1.27,3,7
tadeln,TADELN,tell off,tell off,25,7.20,2.24,2,11,0,3.84,1.18,1,6
Tafel,TAFEL,blackboard,blackboard,17,5.06,0.83,4,6,0,2.71,0.47,2,3
Tag,TAG,day,day,10,3.10,1.20,1,5,0,1.80,0.63,1,3
täglich,TÄGLICH,daily,daily,14,4.93,1.77,3,9,0,2.79,0.89,2,5
Tagung,TAGUNG,conference,conference,26,12.15,3.90,5,18,0,5.73,1.37,3,7
Taifun,TAIFUN,typhoon,typhoon,10,11.00,5.58,5,25,0,5.00,1.41,3,7
Taille,TAILLE,waist,waist,19,9.32,3.42,4,16,0,4.79,1.55,2,7
Taktik,TAKTIK,tactic,tactic,24,9.50,2.15,7,15,0,4.88,0.99,4,7
taktlos,TAKTLOS,tactless,tactless,18,10.00,2.91,5,15,0,5.17,1.34,3,7
taktvoll,TAKTVOLL,tactful,tactful,27,10.15,3.10,4,16,0,5.15,1.43,2,7
Talent,TALENT,talent,talent,25,7.88,2.76,3,16,0,4.04,1.21,2,7
Tango,TANGO,tango,tango,14,9.14,2.77,5,14,0,4.79,1.31,3,7
Tanne,TANNE,fir,fir,27,4.30,1.56,2,8,0,2.33,0.78,1,4
Tante,TANTE,aunt,aunt,10,3.30,0.95,1,4,0,1.90,0.32,1,2
Tanz,TANZ,dance,dance,24,4.25,1.57,1,6,0,2.33,0.82,1,3
tanzen,TANZEN,dance,dance,14,3.79,1.76,1,8,0,2.21,0.80,1,4
Tänzer,TÄNZER,dancer,dancer,14,5.79,1.89,3,9,0,3.14,0.95,2,5
